#GENE	ALL_0.1%	%ALL_0.1%
NRSN2	0.17	65.76
NRTN	NA	NA
NRXN1	-1.79	2.25
NRXN2	-2.16	1.43
NRXN3	-1.55	3.27
NSA2	-0.38	27.42
NSD1	-1.55	3.24
NSDHL	-0.2	38.98
NSF	NA	NA
NSFL1C	-0.2	38.82
NSG2	NA	NA
NSL1	0.26	70.26
NSMAF	-0.13	44.03
NSMCE1	-0.01	53.51
NSMCE2	-0.07	48.12
NSMCE4A	-0.16	41.64
NSRP1	0.42	77.16
NSUN2	-1	8.54
NSUN3	-0.23	37.11
NSUN4	0.35	74.49
NSUN5	0.02	55.76
NSUN6	-0.2	38.98
NSUN7	1.35	94.4
NT5C	0.01	54.95
NT5C1A	-0.23	37.32
NT5C1B	0.51	80.3
NT5C1B-RDH14	0.53	81.01
NT5C2	-0.2	38.82
NT5C3	0.13	63
NT5C3L	0.42	76.96
NT5DC1	-0.03	51.92
NT5DC2	-0.8	12.46
NT5DC3	-0.56	19.54
NT5E	0.04	57.41
NT5M	-0.05	49.76
NTAN1	0.08	60.09
NTF3	-0.07	48.12
NTF4	NA	NA
NTHL1	-0.58	18.59
NTM	0.2	67.19
NTMT1	-0.49	22.09
NTN1	-0.63	17.03
NTN3	NA	NA
NTN4	-0.26	34.88
NTN5	NA	NA
NTNG1	-0.67	15.62
NTNG2	-0.27	34.6
NTPCR	0.42	76.81
NTRK1	-0.06	48.91
NTRK2	-0.49	22.65
NTRK3	-1.99	1.76
NTS	0.15	64.11
NTSR1	0.67	84.7
NTSR2	NA	NA
NUAK1	-0.55	19.86
NUAK2	-0.66	16.02
NUB1	-0.33	30.7
NUBP1	-0.07	48.54
NUBP2	-0.58	18.78
NUBPL	0.44	77.7
NUCB1	-0.89	10.43
NUCB2	-0.29	32.94
NUCKS1	-0.12	44.54
NUDC	-0.52	21.2
NUDCD1	0.95	90.06
NUDCD2	-0.34	30.07
NUDCD3	-0.03	51.92
NUDT1	-0.03	51.92
NUDT10	-0.08	47.79
NUDT11	-0.08	47.79
NUDT12	0.29	71.5
NUDT13	0.91	89.47
NUDT14	-0.36	28.93
NUDT15	0.04	56.64
NUDT16	NA	NA
NUDT16L1	-0.03	51.66
NUDT17	-0.23	37.32
NUDT18	NA	NA
NUDT19	NA	NA
NUDT2	0.15	64.11
NUDT21	-0.01	52.85
NUDT22	0.35	74.37
NUDT3	0.06	58.26
NUDT4	-0.1	46.2
NUDT5	-0.07	48.12
NUDT6	0.64	83.9
NUDT7	0.33	73.41
NUDT8	NA	NA
NUDT9	0.08	60.31
NUF2	-0.07	48.69
NUFIP1	-0.2	39.11
NUFIP2	0.53	80.96
NUGGC	0.67	84.75
NUMA1	-0.55	19.97
NUMB	-0.33	30.7
NUMBL	NA	NA
NUP107	-0.55	19.86
NUP133	0.52	80.36
NUP153	0.84	88.23
NUP155	-1.9	1.96
NUP160	-1.77	2.32
NUP188	-1.25	5.37
NUP205	-0.96	9.01
NUP210	-2.01	1.72
NUP210L	-0.65	16.14
NUP214	-2.15	1.47
NUP35	-0.49	22.09
NUP37	-0.34	30.07
NUP43	-0.38	27.69
NUP50	-0.76	13.33
NUP54	-0.2	38.82
NUP62	-0.53	20.86
NUP62CL	0.81	87.82
NUP85	-0.93	9.61
NUP88	-1.11	6.86
NUP93	-1.41	4.13
NUP98	-1.29	5.01
NUPL1	-0.22	37.54
NUPL2	0.77	87.06
NUPR1	0.13	62.74
NUPR1L	NA	NA
NUS1	NA	NA
NUSAP1	0.37	75.43
NUTF2	-0.01	52.85
NUTM2B	NA	NA
NUTM2D	NA	NA
NVL	0.56	81.67
NWD1	1.76	96.74
NXF1	-0.67	15.76
NXF2	NA	NA
NXF2B	NA	NA
NXF3	-0.36	28.93
NXF5	1.93	97.46
NXN	-0.82	11.77
NXNL1	NA	NA
NXNL2	0.35	73.97
NXPE1	1.09	91.85
NXPE2	1.44	95.06
NXPE3	-0.93	9.55
NXPE4	2.95	99.17
NXPH1	-0.38	27.42
NXPH2	-0.16	41.25
NXPH3	-0.14	43.29
NXPH4	-0.1	46.49
NXT1	-0.1	46.2
NXT2	0.01	54.63
NYAP1	-1.24	5.46
NYAP2	-0.02	52.25
NYNRIN	-1.01	8.22
NYX	NA	NA
O3FAR1	-0.27	34.6
OAF	0.15	64.51
OAS1	1.31	94.04
OAS2	-1.08	7.2
OAS3	-0.26	34.98
OASL	-0.4	26.93
OAT	-0.76	13.33
OAZ1	NA	NA
OAZ2	NA	NA
OAZ3	NA	NA
OBFC1	0.35	74.37
OBP2A	1.33	94.13
OBP2B	0.59	82.51
OBSCN	NA	NA
OBSL1	-0.81	12.02
OC90	0.45	77.98
OCA2	0.13	62.75
OCEL1	0.71	85.68
OCIAD1	-0.07	48.35
OCIAD2	0.59	82.45
OCLM	NA	NA
OCLN	0.48	79.25
OCM	0.44	77.57
OCM2	0.41	76.67
OCRL	-0.25	35.99
OCSTAMP	0.24	68.98
ODAM	0.26	70.26
ODC1	-0.45	24.33
ODF1	0.6	82.66
ODF2	-0.68	15.36
ODF2L	-0.22	37.6
ODF3	0.17	65.96
ODF3B	NA	NA
ODF3L1	0.84	88.3
ODF3L2	NA	NA
ODF4	0.66	84.44
ODZ1	-1.69	2.62
ODZ3	-3.46	0.36
ODZ4	-1.7	2.59
OFD1	-0.18	40.56
OGDH	-0.48	22.75
OGDHL	-0.54	20.03
OGFOD1	-0.75	13.58
OGFOD2	-0.44	24.46
OGFR	1.05	91.34
OGFRL1	-0.38	27.42
OGG1	0.71	85.73
OGN	-0.43	25.15
OGT	-0.41	26.23
OIP5	0.15	64.51
OIT3	-1	8.47
OLA1	-0.23	37.11
OLAH	0.46	78.46
OLFM1	-0.6	17.75
OLFM2	0	53.73
OLFM3	-0.76	13.33
OLFM4	0.53	80.96
OLFML1	1.15	92.56
OLFML2A	-0.73	14.2
OLFML2B	1.23	93.26
OLFML3	0.06	58.85
OLIG1	NA	NA
OLIG2	NA	NA
OLIG3	-0.29	32.94
OLR1	-0.12	44.89
OMA1	1.24	93.42
OMD	0.33	73.41
OMG	0.13	63
OMP	0.31	72.38
ONECUT1	-0.27	34.6
ONECUT2	-0.6	17.75
ONECUT3	NA	NA
OOEP	0.46	78.28
OPA1	-0.57	18.96
OPA3	0.37	75.12
OPALIN	0.42	76.81
OPCML	-0.36	28.93
OPHN1	0.51	80.2
OPLAH	NA	NA
OPN1LW	0.84	88.3
OPN1MW	NA	NA
OPN1MW2	NA	NA
OPN1SW	-0.73	14.02
OPN3	0.15	64.61
OPN4	0.27	70.69
OPN5	-0.56	19.31
OPRD1	-0.14	43.29
OPRK1	-0.29	33.2
OPRL1	-0.4	26.85
OPRM1	1.91	97.43
OPTC	0.64	84.05
OPTN	-0.58	18.72
OR10A2	0.75	86.71
OR10A3	0.73	86.17
OR10A4	2.02	97.71
OR10A5	2.2	98.12
OR10A6	0.91	89.5
OR10A7	0.62	83.36
OR10AD1	1.55	95.62
OR10AG1	1.68	96.38
OR10C1	3.71	99.57
OR10G2	1.89	97.29
OR10G3	1.17	92.73
OR10G4	2.31	98.35
OR10G7	1.77	96.82
OR10G8	0.8	87.54
OR10G9	3.69	99.56
OR10H1	0.58	82.17
OR10H2	0.64	84.05
OR10H3	1.42	94.89
OR10H4	1.02	90.98
OR10H5	1.91	97.42
OR10J1	1.13	92.23
OR10J3	0.31	72.6
OR10J5	-0.23	37.32
OR10K1	0.66	84.55
OR10K2	1.62	96
OR10P1	0.46	78.69
OR10Q1	0.64	83.98
OR10R2	1.84	97.09
OR10S1	0.91	89.47
OR10T2	2.07	97.79
OR10V1	1.15	92.52
OR10W1	1.15	92.47
OR10X1	1.51	95.45
OR10Z1	0.73	86.17
OR11A1	0.48	79.25
OR11G2	1.2	92.92
OR11H1	NA	NA
OR11H12	NA	NA
OR11H4	1.06	91.58
OR11H6	2.02	97.71
OR11L1	1.02	90.98
OR12D2	3.11	99.26
OR12D3	0.22	68.13
OR13A1	0.38	75.51
OR13C2	0.66	84.55
OR13C3	0.29	71.5
OR13C4	0	53.73
OR13C5	2.49	98.64
OR13C8	0.49	79.38
OR13C9	1.22	93.16
OR13D1	1.62	96
OR13F1	1.6	95.87
OR13G1	1.35	94.35
OR13H1	0.55	81.38
OR13J1	-0.38	27.88
OR14A16	0.64	83.9
OR14C36	0.82	87.95
OR14I1	1.15	92.56
OR14J1	0.22	68.13
OR14K1	NA	NA
OR1A1	0.6	82.66
OR1A2	1.35	94.35
OR1B1	1.15	92.52
OR1C1	0.51	80.1
OR1D2	1.02	90.92
OR1D5	NA	NA
OR1E1	-0.23	37.11
OR1E2	0.84	88.23
OR1F1	1.75	96.7
OR1G1	0.15	64.51
OR1I1	2.26	98.22
OR1J1	1.31	94
OR1J2	0.4	76.31
OR1J4	-0.38	27.69
OR1K1	-0.24	36.17
OR1L1	0.93	89.79
OR1L3	2.31	98.34
OR1L4	1.66	96.25
OR1L6	0.99	90.56
OR1L8	0.58	82.17
OR1M1	0.71	85.68
OR1N1	0.49	79.38
OR1N2	0.86	88.74
OR1Q1	0.93	89.79
OR1S1	1.38	94.57
OR1S2	0.11	61.91
OR2A1	NA	NA
OR2A12	0.53	80.73
OR2A14	1.06	91.51
OR2A2	1.17	92.73
OR2A25	0.4	76.31
OR2A4	NA	NA
OR2A42	NA	NA
OR2A5	1.46	95.23
OR2A7	NA	NA
OR2AE1	1.04	91.29
OR2AG1	1.91	97.38
OR2AG2	0.75	86.71
OR2AJ1	NA	NA
OR2AK2	1.4	94.7
OR2AP1	NA	NA
OR2AT4	0.46	78.46
OR2B11	2.31	98.35
OR2B2	1.19	92.89
OR2B3	-0.07	48.35
OR2B6	-0.03	51.92
OR2C1	1.13	92.26
OR2C3	0.93	89.79
OR2D2	2.18	98.07
OR2D3	1.11	92.04
OR2F1	0.2	67.19
OR2F2	0.62	83.36
OR2G2	1.57	95.71
OR2G3	1.77	96.81
OR2G6	0.78	87.18
OR2H1	1.59	95.84
OR2H2	0.64	83.9
OR2J1	NA	NA
OR2J2	1.57	95.74
OR2J3	0.82	87.87
OR2K2	0.33	73.61
OR2L13	0.6	82.66
OR2L2	1.02	90.98
OR2L3	1.13	92.19
OR2L5	NA	NA
OR2L8	2.4	98.49
OR2M2	1.13	92.26
OR2M3	1.49	95.35
OR2M4	0.42	76.96
OR2M5	2.33	98.38
OR2M7	2.13	97.92
OR2S2	2.38	98.46
OR2T1	0.58	82.25
OR2T10	1.68	96.36
OR2T11	1.86	97.18
OR2T12	2.47	98.61
OR2T2	1	90.62
OR2T27	0.33	73.54
OR2T29	NA	NA
OR2T3	1.15	92.52
OR2T33	1.22	93.19
OR2T34	1.04	91.26
OR2T35	NA	NA
OR2T4	2.15	98
OR2T5	NA	NA
OR2T6	2.46	98.59
OR2T7	NA	NA
OR2T8	NA	NA
OR2V1	NA	NA
OR2V2	0.66	84.44
OR2W1	0.61	83.07
OR2W3	2.4	98.51
OR2Y1	1.64	96.13
OR2Z1	-0.6	18.06
OR3A1	1.66	96.28
OR3A2	1.28	93.77
OR3A3	0.53	80.58
OR4A15	-0.57	18.9
OR4A16	0.02	55.69
OR4A47	0.87	88.82
OR4A5	1.38	94.6
OR4B1	1.04	91.29
OR4C11	1.8	96.9
OR4C12	0.35	74.37
OR4C13	0.96	90.11
OR4C15	1.89	97.32
OR4C16	2.47	98.62
OR4C3	-0.07	48.69
OR4C46	1.47	95.28
OR4C5	NA	NA
OR4C6	0.15	64.74
OR4D1	0.88	89.07
OR4D10	-0.34	30.56
OR4D11	-0.05	50.22
OR4D2	1.77	96.81
OR4D5	0.58	82.17
OR4D6	2.89	99.14
OR4D9	1.66	96.28
OR4E2	0.35	74.49
OR4F15	0.75	86.65
OR4F16	NA	NA
OR4F17	NA	NA
OR4F21	NA	NA
OR4F29	NA	NA
OR4F3	NA	NA
OR4F4	NA	NA
OR4F5	NA	NA
OR4F6	1.15	92.47
OR4K1	1.38	94.53
OR4K13	0.37	75.43
OR4K14	0.51	80.1
OR4K15	1.62	96.01
OR4K17	0.35	74.37
OR4K2	0.71	85.63
OR4K5	1.51	95.41
OR4L1	2.22	98.15
OR4M1	1.06	91.58
OR4M2	3.18	99.32
OR4N2	2.26	98.22
OR4N4	2.24	98.18
OR4N5	1.22	93.19
OR4P4	1.17	92.73
OR4Q3	0.8	87.59
OR4S1	0.55	81.6
OR4S2	2.04	97.74
OR4X1	2.07	97.79
OR4X2	-0.31	32.06
OR51A2	3.75	99.6
OR51A4	1.68	96.38
OR51A7	0.42	77.06
OR51B2	0.91	89.5
OR51B4	1.93	97.47
OR51B5	2.22	98.15
OR51B6	3.53	99.48
OR51D1	1.64	96.13
OR51E1	0.33	73.41
OR51E2	0.13	63.36
OR51F1	2.4	98.51
OR51F2	0.31	72.38
OR51G1	2.35	98.41
OR51G2	0.37	75.43
OR51I1	2.75	98.99
OR51I2	1.22	93.19
OR51L1	1.57	95.74
OR51M1	2.04	97.75
OR51Q1	2.75	98.99
OR51S1	1.8	96.9
OR51T1	-0.09	46.92
OR51V1	0.91	89.5
OR52A1	0.55	81.48
OR52A5	1.24	93.35
OR52B2	2.09	97.83
OR52B4	-0.05	50.22
OR52B6	1.91	97.38
OR52D1	0.55	81.55
OR52E2	2.44	98.56
OR52E4	1.71	96.46
OR52E6	3.09	99.25
OR52E8	1.09	91.82
OR52H1	2.49	98.64
OR52I1	NA	NA
OR52I2	1.15	92.56
OR52J3	1.82	97.01
OR52K1	0.51	80.2
OR52K2	1.44	95.08
OR52L1	1.64	96.17
OR52M1	0.16	64.85
OR52N1	1.37	94.52
OR52N2	1.89	97.29
OR52N4	1.73	96.56
OR52N5	0.09	60.47
OR52R1	2.02	97.71
OR52W1	0.86	88.69
OR56A1	-0.69	15.12
OR56A3	-0.12	44.89
OR56A4	-0.56	19.73
OR56B1	1.89	97.27
OR56B3P	NA	NA
OR56B4	0.08	60.31
OR5A1	0.93	89.79
OR5A2	0.42	77.06
OR5AC2	0.71	85.63
OR5AK2	0.33	73.61
OR5AN1	0.4	76.15
OR5AP2	0.71	85.63
OR5AR1	0.11	61.91
OR5AS1	0.75	86.71
OR5AU1	0.85	88.42
OR5B12	0.93	89.79
OR5B17	0.89	89.14
OR5B2	0.73	86.17
OR5B21	0.02	55.45
OR5B3	2.15	97.99
OR5C1	-0.09	46.99
OR5D13	0.95	90.01
OR5D14	1.89	97.27
OR5D16	-0.07	48.54
OR5D18	0.49	79.38
OR5F1	1.22	93.21
OR5H1	1.29	93.8
OR5H14	1.82	97.01
OR5H15	1.98	97.61
OR5H2	1.62	95.96
OR5H6	2.71	98.93
OR5I1	1.11	92.04
OR5J2	0.64	83.9
OR5K1	1.37	94.52
OR5K2	0.26	70.44
OR5K3	1.89	97.27
OR5K4	1.48	95.32
OR5L1	0.8	87.49
OR5L2	0.78	87.14
OR5M1	0.95	90.06
OR5M10	0.78	87.14
OR5M11	1.06	91.58
OR5M3	0.46	78.69
OR5M8	0.84	88.36
OR5M9	1.98	97.58
OR5P2	1.13	92.23
OR5P3	0.49	79.38
OR5R1	3.33	99.43
OR5T1	-0.16	42.06
OR5T2	1.29	93.84
OR5T3	1.04	91.26
OR5V1	0.75	86.65
OR5W2	1.73	96.56
OR6A2	1.02	91.02
OR6B1	0.17	65.96
OR6B2	1.2	92.92
OR6B3	0.11	61.91
OR6C1	1.53	95.53
OR6C2	1.22	93.16
OR6C3	0.71	85.63
OR6C4	0.51	80.2
OR6C6	1.73	96.56
OR6C65	0.19	67.03
OR6C68	1.11	91.99
OR6C70	0.64	83.9
OR6C74	1.62	95.96
OR6C75	-0.07	48.35
OR6C76	0.93	89.7
OR6F1	0.8	87.54
OR6J1	NA	NA
OR6K2	0.49	79.46
OR6K3	1.02	90.98
OR6K6	2.69	98.87
OR6M1	1.11	91.99
OR6N1	1.29	93.8
OR6N2	0.24	69.37
OR6P1	3.06	99.25
OR6Q1	2.04	97.74
OR6S1	1.42	94.92
OR6T1	1.51	95.42
OR6V1	1.28	93.77
OR6X1	1.06	91.58
OR6Y1	1.49	95.33
OR7A10	1.24	93.39
OR7A17	0.97	90.34
OR7A5	0.75	86.65
OR7C1	1.68	96.38
OR7C2	0.6	82.74
OR7D2	-0.2	38.82
OR7D4	0.55	81.55
OR7E24	0.04	57.15
OR7G1	1.64	96.11
OR7G2	1.13	92.23
OR7G3	1.26	93.56
OR8A1	1.37	94.52
OR8B12	0.31	72.38
OR8B2	0.48	79.25
OR8B3	0.28	71.41
OR8B4	0.57	82.08
OR8B8	0.44	77.8
OR8D1	1.24	93.35
OR8D2	0.62	83.25
OR8D4	2.86	99.13
OR8G1	NA	NA
OR8G5	NA	NA
OR8H1	1.15	92.52
OR8H2	2.86	99.13
OR8H3	2.26	98.22
OR8I2	1.51	95.42
OR8J1	1.2	92.95
OR8J3	1.46	95.21
OR8K1	1.75	96.69
OR8K3	0.31	72.6
OR8K5	1	90.62
OR8S1	1.73	96.57
OR8U1	1.91	97.38
OR9A2	0.75	86.65
OR9A4	0.13	63.2
OR9G1	1.24	93.39
OR9G4	-0.02	52.09
OR9I1	0.31	72.38
OR9K2	0.73	86.17
OR9Q1	0.53	80.88
OR9Q2	-0.07	48.35
ORAI1	0.1	61.49
ORAI2	-0.29	32.94
ORAI3	-0.34	30.07
ORAOV1	0.08	59.76
ORC1	0.61	82.93
ORC2	-0.18	40.16
ORC3	0.67	84.64
ORC4	0.82	87.95
ORC5	-0.67	15.86
ORC6	-0.41	26.23
ORM1	0.22	68.13
ORM2	0.8	87.49
ORMDL1	-0.05	49.39
ORMDL2	-0.14	42.88
ORMDL3	-0.23	36.86
OS9	-0.82	11.88
OSBP	-0.8	12.24
OSBP2	-0.57	19.01
OSBPL10	-0.77	13.1
OSBPL11	-0.8	12.24
OSBPL1A	-0.42	25.83
OSBPL2	-0.6	18.06
OSBPL3	-0.66	16.07
OSBPL5	-0.52	20.96
OSBPL6	-1.3	4.92
OSBPL7	-0.84	11.45
OSBPL8	-0.51	21.56
OSBPL9	-0.2	38.98
OSCAR	NA	NA
OSCP1	0.58	82.17
OSGEP	-0.29	32.94
OSGEPL1	-0.03	51.66
OSGIN1	-0.01	52.35
OSGIN2	-0.38	27.88
OSM	-0.25	35.75
OSMR	1.59	95.81
OSR1	0.04	56.92
OSR2	0.06	58.26
OST4	NA	NA
OSTalpha	-0.4	26.73
OSTBETA	-0.01	52.85
OSTC	0.01	54.63
OSTF1	-0.27	33.97
OSTM1	-0.36	28.63
OSTN	0.17	65.33
OTC	0.08	60.09
OTOA	-0.82	11.98
OTOF	-0.11	45.58
OTOG	NA	NA
OTOGL	NA	NA
OTOL1	0.06	58.74
OTOP1	0.42	77.26
OTOP2	-0.26	34.88
OTOP3	0.92	89.57
OTOR	0.39	75.87
OTOS	-0.01	53.19
OTP	NA	NA
OTUB1	-0.01	53.19
OTUB2	-0.03	51.66
OTUD1	NA	NA
OTUD3	0.35	74.18
OTUD4	-0.99	8.56
OTUD5	-0.16	41.25
OTUD6A	0.24	68.98
OTUD6B	0.71	85.53
OTUD7A	-1.15	6.23
OTUD7B	-1.09	7.11
OTX1	-0.1	46.49
OTX2	-0.38	27.42
OVCA2	-0.21	38.28
OVCH1	NA	NA
OVCH2	NA	NA
OVGP1	1.62	96.03
OVOL1	-0.27	34.32
OVOL2	-0.25	35.75
OXA1L	0.94	89.86
OXCT1	-0.2	38.82
OXCT2	NA	NA
OXER1	1	90.77
OXGR1	-0.52	21.2
OXLD1	0.24	68.98
OXNAD1	0.17	65.96
OXR1	-1.09	7.15
OXSM	0.15	64.51
OXSR1	-0.29	32.94
OXT	NA	NA
OXTR	0.64	83.98
P2RX1	-0.49	22.51
P2RX2	-0.62	17.31
P2RX3	-0.03	51.92
P2RX4	-0.04	50.45
P2RX5	0.62	83.47
P2RX6	-0.18	40.56
P2RX7	2.83	99.07
P2RY1	-0.32	31.46
P2RY10	-0.01	53.19
P2RY11	0.3	71.68
P2RY12	-0.18	40.16
P2RY13	0.22	68.13
P2RY14	0.04	57.31
P2RY2	0.67	84.61
P2RY4	1.46	95.21
P2RY6	-0.89	10.3
P2RY8	-0.25	35.99
P4HA1	-0.29	32.94
P4HA2	-1	8.47
P4HA3	0.07	58.96
P4HB	-0.84	11.18
P4HTM	-0.09	46.92
PA2G4	-0.3	32.62
PAAF1	0.24	69.37
PABPC1	-0.38	27.42
PABPC1L	0.07	59.04
PABPC1L2A	NA	NA
PABPC1L2B	NA	NA
PABPC3	0.69	85.24
PABPC4	-0.91	9.9
PABPC4L	NA	NA
PABPC5	-0.05	49.76
PABPN1	NA	NA
PABPN1L	1.62	96
PACRG	-0.4	26.53
PACRGL	0.37	75.12
PACS1	-1.09	7.11
PACS2	-0.73	14.24
PACSIN1	-0.14	43.57
PACSIN2	0.04	57.41
PACSIN3	-0.53	20.78
PADI1	-0.46	23.69
PADI2	-0.5	21.81
PADI3	1.85	97.15
PADI4	2.23	98.17
PAEP	0.35	74.18
PAF1	-0.29	33.2
PAFAH1B1	-0.41	26.23
PAFAH1B2	-0.08	47.79
PAFAH1B3	-0.3	32.62
PAFAH2	-0.4	26.73
PAG1	-0.67	15.76
PAGE1	0.57	81.89
PAGE2	0.44	77.45
PAGE2B	0.35	73.79
PAGE3	NA	NA
PAGE4	0.06	58
PAGE5	0.5	79.79
PAH	-0.71	14.67
PAICS	1.04	91.21
PAIP1	-0.43	25.15
PAIP2	0.04	56.25
PAIP2B	-0.12	44.54
PAK1	-0.6	17.75
PAK1IP1	0.15	64.51
PAK2	-0.34	30.07
PAK3	-0.41	26.23
PAK4	-0.49	22.65
PAK6	0.74	86.34
PAK7	-0.22	37.6
PALB2	0.32	72.85
PALD1	1.21	93.08
PALLD	0.14	63.67
PALM	-0.78	12.97
PALM2	-0.11	45.26
PALM2-AKAP2	1.15	92.4
PALM3	1.59	95.84
PALMD	0.73	86.27
PAM	-0.33	30.86
PAM16	0.39	75.87
PAMR1	-0.5	21.84
PAN2	-0.62	17.45
PAN3	-0.49	22.65
PANK1	0.28	71.27
PANK2	-0.23	37.11
PANK3	0.22	67.92
PANK4	-0.97	8.95
PANX1	0.35	74.49
PANX2	NA	NA
PANX3	0.31	72.6
PAOX	0.53	81.01
PAPD4	-0.23	37.32
PAPD5	-0.18	39.95
PAPD7	-1	8.37
PAPL	-0.47	23.51
PAPLN	1.27	93.61
PAPOLA	-0.63	17.03
PAPOLB	NA	NA
PAPOLG	-0.87	10.73
PAPPA	-1.4	4.16
PAPPA2	-1.49	3.62
PAPSS1	-0.8	12.46
PAPSS2	-0.33	30.74
PAQR3	-0.34	30.37
PAQR4	-0.47	23.25
PAQR5	-0.03	51.92
PAQR6	-0.27	34.6
PAQR7	-0.16	42.06
PAQR8	-0.6	17.75
PAQR9	-0.43	25.37
PARD3	-0.92	9.81
PARD3B	0.13	62.75
PARD6A	0.04	56.92
PARD6B	0.22	68.13
PARD6G	-0.52	21.2
PARK2	1.31	94.04
PARK7	0.08	60.09
PARL	0.17	65.76
PARM1	0.6	82.74
PARN	-0.56	19.73
PARP1	-0.97	8.98
PARP10	0.43	77.35
PARP11	-0.32	31.46
PARP12	-0.66	16.02
PARP14	-0.55	20.02
PARP15	2.62	98.79
PARP16	-0.16	41.91
PARP2	-0.07	48.69
PARP3	0.8	87.69
PARP4	4.63	99.76
PARP6	-0.51	21.41
PARP8	-0.91	9.96
PARP9	-0.39	27.03
PARPBP	0.06	58.85
PARS2	-0.27	34.71
PARVA	-0.41	26.23
PARVB	0.4	76.41
PARVG	0.33	73.54
PASD1	0.38	75.63
PASK	0.32	72.76
PATE1	0.66	84.27
PATE2	-0.12	44.54
PATE3	0.35	73.79
PATE4	0.83	88.16
PATL1	0.07	58.96
PATL2	1.41	94.82
PATZ1	-0.8	12.33
PAWR	NA	NA
PAX1	0.35	74.37
PAX2	-0.34	30.37
PAX3	0	53.85
PAX4	0.49	79.46
PAX5	0	53.73
PAX6	-0.36	28.63
PAX7	-1.11	6.78
PAX8	-0.47	23.43
PAX9	0.06	58.53
PAXIP1	-0.49	22.7
PAXIP1-AS2	NA	NA
PBK	0.31	72.23
PBLD	0.11	61.73
PBOV1	0.61	83.07
PBRM1	-2.15	1.48
PBX1	0.01	54.95
PBX2	-0.16	41.64
PBX3	-0.16	41.64
PBX4	-0.47	23.43
PBXIP1	-0.02	52.28
PC	-1.74	2.39
PCBD1	0.01	54.63
PCBD2	0.08	59.43
PCBP1	-0.32	31.46
PCBP2	-0.19	39.68
PCBP3	-0.67	15.62
PCBP4	-0.14	43.77
PCCA	0.09	60.65
PCCB	0.11	62
PCDH1	-1.08	7.32
PCDH10	-1.24	5.46
PCDH11X	-0.22	37.6
PCDH11Y	NA	NA
PCDH12	0.75	86.42
PCDH15	0.74	86.35
PCDH17	-1.24	5.49
PCDH18	-1.26	5.31
PCDH19	-0.89	10.43
PCDH20	-0.95	9.27
PCDH7	-1.5	3.6
PCDH8	NA	NA
PCDH9	-0.13	44.09
PCDHA1	0.21	67.55
PCDHA10	1.61	95.93
PCDHA11	1.08	91.76
PCDHA12	1.23	93.28
PCDHA13	-0.52	20.94
PCDHA2	0.01	54.18
PCDHA3	-0.68	15.4
PCDHA4	0.83	88.13
PCDHA5	0.1	60.76
PCDHA6	-0.76	13.18
PCDHA7	0.08	59.18
PCDHA8	1.88	97.23
PCDHA9	1.5	95.39
PCDHAC1	1.23	93.27
PCDHAC2	-0.75	13.71
PCDHB1	0.56	81.63
PCDHB10	2.21	98.14
PCDHB11	1.01	90.8
PCDHB12	2.48	98.63
PCDHB13	0.21	67.5
PCDHB14	1.03	91.11
PCDHB15	1.58	95.79
PCDHB16	1.07	91.71
PCDHB17	NA	NA
PCDHB2	1.65	96.21
PCDHB3	0.8	87.69
PCDHB4	0.8	87.72
PCDHB5	0.27	70.75
PCDHB6	2.63	98.8
PCDHB7	1.63	96.08
PCDHB8	2.74	98.96
PCDHGA1	0.12	62.19
PCDHGA10	0.18	66.24
PCDHGA11	0.05	57.54
PCDHGA12	0.23	68.57
PCDHGA2	0.28	70.78
PCDHGA3	0.47	78.86
PCDHGA4	NA	NA
PCDHGA5	-1.34	4.64
PCDHGA6	-0.08	47.26
PCDHGA7	0.14	63.67
PCDHGA8	0.68	84.77
PCDHGA9	NA	NA
PCDHGB1	-0.86	10.92
PCDHGB2	0.67	84.74
PCDHGB3	NA	NA
PCDHGB4	-0.88	10.54
PCDHGB6	0.14	63.65
PCDHGB7	-0.06	48.91
PCDHGC3	-1.55	3.25
PCDHGC4	-0.53	20.82
PCDHGC5	-1.46	3.82
PCDP1	-0.22	37.6
PCED1A	0.06	58.85
PCED1B	-0.54	20.54
PCF11	-0.21	37.75
PCGF1	0.37	74.95
PCGF2	-0.43	25.15
PCGF3	-0.3	32.62
PCGF5	-0.16	41.25
PCGF6	-0.32	31.46
PCID2	-0.6	17.75
PCIF1	-0.84	11.28
PCK1	0.28	70.76
PCK2	0.27	70.75
PCLO	-0.18	40.57
PCM1	-0.32	30.93
PCMT1	0.04	56.64
PCMTD1	0.17	65.33
PCMTD2	-0.25	35.75
PCNA	-0.21	38.28
PCNP	0.5	79.79
PCNT	3.57	99.52
PCNX	-1.95	1.87
PCNXL2	0.39	75.7
PCNXL3	-1.42	4.12
PCNXL4	NA	NA
PCOLCE	-0.13	43.91
PCOLCE2	0.07	58.96
PCP2	0.13	63.2
PCP4	0.08	59.43
PCP4L1	0.32	72.94
PCSK1	-0.42	25.73
PCSK1N	NA	NA
PCSK2	-1.11	6.72
PCSK4	0.61	82.93
PCSK5	2.84	99.1
PCSK6	NA	NA
PCSK7	-0.75	13.67
PCSK9	0.94	89.89
PCTP	0.13	63
PCYOX1	-0.2	39.11
PCYOX1L	0.6	82.74
PCYT1A	-0.85	11.06
PCYT1B	-0.05	49.76
